article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
782096003,782096,Monster blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1212,Suit,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1008,Dressed,"Fitted jacket in slightly stretchy fabric with a satin shawl lapels, a covered button at the front and flap front pockets. Decorative, covered buttons at the cuffs, and a single back vent. Lined."
782103001,782103,CW Meta Embroidery Top,254,Top,Garment Upper body,1010007,Embroidery,13,Beige,2,Medium Dusty,11,Beige,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Straight-cut, double-layered top in airy viscose and chiffon crêpe with zigzag edges. Concealed zip at the back, a round neckline and loose, narrow beaded fringes at the top. Slightly longer at the back."
782106001,782106,CW ABB Chiffong Blouse,258,Blouse,Garment Upper body,1010007,Embroidery,32,Orange,3,Light,3,Orange,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Shorter-style blouse in crinkled, gathered chiffon. Double layer front and back, and sections in a sturdier weave at the yoke, cuffs and hem. Small opening with a covered button at the back of the neck, balloon sleeves, asymmetric cuffs with a covered button, and covered buttons at the sides of the hem."
782109001,782109,CW Bien Frill Blouse,258,Blouse,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Blouse in airy chiffon with a frilled stand-up collar, concealed buttons down the front and a frilled bib front. Long sleeves with vertical frills and wide, flared cuffs with a sparkly stone button and frill trim."
782111001,782111,CW Nea Velvet Blazer,264,Blazer,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Jacket in soft velour with soft notch lapels and a detachable tie belt at the waist. Patch front pockets, long sleeves with a slit at the cuffs, and a single back vent. Satin lining."
782116001,782116,CW Liz Taylor Trousers,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Wide trousers in a crêpe weave with wide, covered elastication at the waist, side pockets and straight legs with double-layered hems. Partly lined in chiffon."
782117001,782117,CW Thalia Velvet Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,3000,Limited Edition,A,Ladieswear,1,Ladieswear,82,Special Collections,1023,Special Offers,"LIMITED EDITION. Wide, ankle-length trousers in soft velour with a high waist, zip fly and extended waistband with concealed hook-and-eye fasteners. Side pockets, a low crotch and straight legs."
782129001,782129,Anok campaign PQ boot,87,Boots,Shoes,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Thigh boots in soft leather with decorative seams, covered heels, and a zip on the inside at the bottom of the shaft. Satin linings, canvas insoles and rubber soles. Heel 9 cm."
782129002,782129,Anok campaign PQ boot,87,Boots,Shoes,1010001,All over pattern,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Thigh boots in soft leather with decorative seams, covered heels, and a zip on the inside at the bottom of the shaft. Satin linings, canvas insoles and rubber soles. Heel 9 cm."
782132001,782132,Rudd WL PQ boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede ankle boots with a loop at the back. Pile linings and insoles and chunky soles. Heel approx. 5 cm.
782132003,782132,Rudd WL PQ boot,87,Boots,Shoes,1010016,Solid,14,Dark Beige,2,Medium Dusty,13,Brown,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Suede ankle boots with a loop at the back. Pile linings and insoles and chunky soles. Heel approx. 5 cm.
782137003,782137,Fleur PQ boot,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Suede ankle boots with pointed toes, a soft shaft and covered block heels. Canvas linings and insoles and rubber soles. Heel approx. 8.5 cm."
782142001,782142,Jorja PQ boot,87,Boots,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots in leather with pointed toes, covered heels and a zip in one side. Satin linings and leather insoles. Heel approx. 5.5 cm."
782364001,782364,ERIN velour set,270,Garment Set,Garment Full body,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Set with a top and pair of trousers in soft organic cotton velour. Top with long raglan sleeves, buttons on one shoulder at the back and narrow ribbing around the neckline, cuffs and hem. Trousers with an elasticated waist and narrow ribbed hems."
782377001,782377,Green knitted jumper,252,Sweater,Garment Upper body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,"Jumper in a soft, chunky knit with dropped shoulders, long, wide sleeves and ribbing around the neckline, cuffs and hem."
782404001,782404,Muffin Sweatshirt,252,Sweater,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,9,White,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Top in lightweight cotton sweatshirt fabric with 3/4-length puff sleeves and ribbing around the neckline, cuffs and hem."
782408002,782408,TREND Amy dress,265,Dress,Garment Full body,1010006,Dot,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses,"Short dress in a cotton weave with a deep, flounce-trimmed V-neck and wrapover front and back. Narrow ties that fasten at one side. Lined skirt."
782415001,782415,Merrill PQ men shoe,144,Flat shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Derby shoes in patent leather with open lacing at the front. Leather linings and insoles and fluted soles. Heel 3.5 cm.
782443001,782443,Spec Occ Olga jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010016,Solid,53,Dark Pink,2,Medium Dusty,4,Pink,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Jumpsuit in pleated velvet with a round neckline that is slightly deeper at the back and a zip down the back. Short, double-frill sleeves with one layer in tulle with a glittery print. Elasticated seam at the waist with a decorative drawstring at the front. Straight, ankle-length legs. Unlined."
782445001,782445,Spec Occ Violetta dress,265,Dress,Garment Full body,1010002,Application/3D,82,Turquoise,1,Dusty Light,7,Turquoise,7613,Kids Girl Dresses,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1014,Dresses/Skirts girls,"Sleeveless dress in tulle with sequined embroidery and glitter. Concealed zip at the back, narrow, elastic shoulder straps, a seam at the waist and a layered tulle skirt. Lined."
782446003,782446,SPEED Melissa Lurex Sweater,252,Sweater,Garment Upper body,1010011,Metallic,51,Light Pink,7,Medium,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Jumper in a rib knit containing glittery threads with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem."
782451001,782451,Pickles Velour Sweater,252,Sweater,Garment Upper body,1010026,Other structure,52,Pink,1,Dusty Light,4,Pink,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, wide jumper in soft, rib-knit chenille rib with dropped shoulders and long balloon sleeves."
782451007,782451,Pickles Velour Sweater,252,Sweater,Garment Upper body,1010026,Other structure,12,Light Beige,1,Dusty Light,11,Beige,1647,Tops Knitwear,D,Divided,2,Divided,53,Divided Collection,1003,Knitwear,"Short, wide jumper in soft, rib-knit chenille rib with dropped shoulders and long balloon sleeves."
782456001,782456,CS Zingo,265,Dress,Garment Full body,1010007,Embroidery,10,White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in an airy cotton weave with inset hole-patterned trims. Small, scallop-trimmed stand-up collar, a V-shaped opening at the top and long balloon sleeves with gathered, buttoned cuffs. Gathered seam at the hips and a wide skirt. Unlined."
782456002,782456,CS Zingo,265,Dress,Garment Full body,1010007,Embroidery,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in an airy cotton weave with inset hole-patterned trims. Small, scallop-trimmed stand-up collar, a V-shaped opening at the top and long balloon sleeves with gathered, buttoned cuffs. Gathered seam at the hips and a wide skirt. Unlined."
782479001,782479,AXIS MUSCLE FIT SWEATER,252,Sweater,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, rib-knit cotton with a round neckline, long raglan sleeves and ribbing around the cuffs and hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette."
782479002,782479,AXIS MUSCLE FIT SWEATER,252,Sweater,Garment Upper body,1010016,Solid,22,Yellow,7,Medium,8,Yellow,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, rib-knit cotton with a round neckline, long raglan sleeves and ribbing around the cuffs and hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette."
782479005,782479,AXIS MUSCLE FIT SWEATER,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,5878,Knitwear,F,Menswear,3,Menswear,20,Contemporary Smart,1003,Knitwear,"Jumper in soft, rib-knit cotton with a round neckline, long raglan sleeves and ribbing around the cuffs and hem. Muscle Fit – a fit designed to showcase the body’s physique with narrow shoulders and tapered sleeves to create a flattering silhouette."
782489001,782489,Lova small bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm."
782489002,782489,Lova small bag,66,Bag,Accessories,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm."
782489004,782489,Lova small bag,66,Bag,Accessories,1010016,Solid,6,Light Grey,1,Dusty Light,12,Grey,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm."
782489005,782489,Lova small bag,66,Bag,Accessories,1010016,Solid,82,Turquoise,1,Dusty Light,7,Turquoise,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm."
782489006,782489,Lova small bag,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm."
782500001,782500,ED Baraboom jacquard,245,Cardigan,Garment Upper body,1010022,Jacquard,12,Light Beige,1,Dusty Light,11,Beige,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Long cardigan in a soft jacquard knit containing some wool with dropped shoulders, long sleeves and ribbing at the back of the neck, cuffs and hem. No buttons."
782502001,782502,ZELDA SKIRT NEW S.9,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Calf-length skirt in a softly draping viscose weave with a high waist and buttons and a high slit at one side.
782502002,782502,ZELDA SKIRT NEW S.9,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Calf-length skirt in a softly draping viscose weave with a high waist and buttons and a high slit at one side.
782513001,782513,Tora LS dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Short, fitted dress in soft organic cotton jersey with a round, slightly deeper neckline, long sleeves and gathers in the sides for best fit over the tummy."
782527001,782527,Jane Platform,230,Heels,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Platform ankle boots in imitation suede with a zip in one side and block heels. Fabric linings and insoles and heavy, chunky soles. Platform front 5.5 cm, heel 12 cm."
782535001,782535,D1 PE - SYDNEY SLIPPER,93,Slippers,Shoes,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Slip-on shoes in crocodile-patterned leather. Leather linings and insoles and smooth soles. Heel approx. 1 cm.
782536001,782536,D1 PE - AURORA THIN KNIT SCARF,80,Scarf,Accessories,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Scarf in an airy wool weave containing some cashmere with raw edges.
782545001,782545,Flora headband,75,Hat/beanie,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Hairband in a soft, fine knit with a sewn-on bow at the front."
782545007,782545,Flora headband,75,Hat/beanie,Accessories,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Hairband in a soft, fine knit with a sewn-on bow at the front."
782555001,782555,Portobello,265,Dress,Garment Full body,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,13,Brown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long-sleeved dress in woven fabric with a round neckline, an opening and button at the back of the neck and a smocked seam at the waist. Unlined."
782555003,782555,Portobello,265,Dress,Garment Full body,1010001,All over pattern,13,Beige,2,Medium Dusty,11,Beige,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long-sleeved dress in woven fabric with a round neckline, an opening and button at the back of the neck and a smocked seam at the waist. Unlined."
782555005,782555,Portobello,265,Dress,Garment Full body,1010001,All over pattern,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long-sleeved dress in woven fabric with a round neckline, an opening and button at the back of the neck and a smocked seam at the waist. Unlined."
782555006,782555,Portobello,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Long-sleeved dress in woven fabric with a round neckline, an opening and button at the back of the neck and a smocked seam at the waist. Unlined."
782557001,782557,D2 PE - LINK NECKLACE,77,Necklace,Accessories,1010016,Solid,5,Gold,7,Medium,15,Metal,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Gold-coloured necklace of rectangular metal links with a toggle clasp. Length approx. 44.5 cm.
782559001,782559,D1 PE - PANAMA BELT PIN BUCKLE,67,Belt,Accessories,1010026,Other structure,19,Greenish Khaki,4,Dark,20,Khaki green,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Belt in study, crocodile-patterned leather with a rectangular metal buckle and button stud fastening. Width 1.8 cm."
782562001,782562,Stark Fur Coat,262,Jacket,Garment Upper body,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Double-breasted jacket in soft faux fur with notch lapels, dropped shoulders and side pockets. Lined."
782562002,782562,Stark Fur Coat,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Double-breasted jacket in soft faux fur with notch lapels, dropped shoulders and side pockets. Lined."
782562003,782562,Stark Fur Coat,262,Jacket,Garment Upper body,1010016,Solid,73,Dark Blue,7,Medium,2,Blue,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Double-breasted jacket in soft faux fur with notch lapels, dropped shoulders and side pockets. Lined."
782566001,782566,Velma Maxi,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Maxi dress in soft viscose jersey with a V-neck, wrapover front with a concealed press-stud and short sleeves. Elasticated seam at the waist and high slits in the sides."
782573001,782573,D3 PE -CRYSTAL LINK EARRING,70,Earring,Accessories,1010026,Other structure,3,Silver,3,Light,15,Metal,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Long earrings made of metal links decorated with sparkly stones. Length approx. 9 cm.
782576001,782576,D2 PE - SLG SAS CARD CASE,84,Wallet,Accessories,1010026,Other structure,19,Greenish Khaki,4,Dark,20,Khaki green,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,Card holder in grained leather with two card compartments and a flap with a press-stud. Lined.
782595001,782595,Sheffield Long Puffer,262,Jacket,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Long, padded jacket in a nylon weave with a stand-up collar and detachable, lined hood with concealed press-studs that fastens at the front with concealed press-studs. Zip down the front, side pockets with a concealed press-stud, and inner ribbing at the cuffs. Lined. Polyester filling."
782616001,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616004,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616011,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616015,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616019,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616023,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616029,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,9,Black,4,Dark,5,Black,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616032,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782616035,782616,FORTUNA TEE,255,T-shirt,Garment Upper body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5828,Jersey Fancy,F,Menswear,3,Menswear,20,Contemporary Smart,1005,Jersey Fancy,T-shirt in soft cotton jersey.
782627001,782627,Trudy cardigan,245,Cardigan,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Short, fitted cardigan in a fine knit with a V-neck, buttons down the front and overlocked edges at the cuffs and hem."
782634001,782634,Parma Dress,265,Dress,Garment Full body,1010001,All over pattern,11,Off White,3,Light,9,White,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Short dress in patterned chiffon with a V-neck with pleating and covered buttons at the top. Long puff sleeves, cuffs with covered buttons, and a gathered seam at the waist and hem with a wide flounce. Lined."
782636002,782636,FERRIBY 2-p L/S tee,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,Long-sleeved tops in soft cotton jersey with a print motif on the front and short slits in the sides. Slightly longer at the back.
782643001,782643,Calypso HW slim trousers,272,Trousers,Garment Lower body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,"Trousers in a stretch weave with a high waist, concealed zip in one side and slim, calf-length legs with a slit at the hems."
782652001,782652,Michael Reptile Loafer,89,Other shoe,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Loafers in snakeskin-patterned imitation leather with a decorative tab and metal chain at the front. Canvas linings and insoles. Heel 2 cm.
782693001,782693,Genevieve cardigan,245,Cardigan,Garment Upper body,1010016,Solid,71,Light Blue,1,Dusty Light,2,Blue,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Longer-style cardigan in an airy, textured knit with dropped shoulders and long, wide sleeves with ribbed cuffs. No buttons."
782722001,782722,Berry Dress,265,Dress,Garment Full body,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Calf-length, halterneck dress in softly draping satin with wide ties that fasten at the back of the neck and elastication at the back. Gathered seam with a flared, asymmetric flounce to the hem. Lined at the top."
782734003,782734,Fiona micro hipster 4p,286,Underwear bottom,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in soft microfibre with a lace trim at the top and around the legs. Low waist, lined gusset and cutaway coverage at the back."
782734004,782734,Fiona micro hipster 4p,286,Underwear bottom,Underwear,1010001,All over pattern,9,Black,4,Dark,5,Black,1336,Shopbasket Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Hipster briefs in soft microfibre with a lace trim at the top and around the legs. Low waist, lined gusset and cutaway coverage at the back."
782742001,782742,Rosa Pleated Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Ankle-length dress in a crinkled weave with a flounced trim at the top. Narrow shoulder straps that cross at the back, a seam at the waist and flared skirt. Lined."
782742003,782742,Rosa Pleated Dress,265,Dress,Garment Full body,1010016,Solid,32,Orange,2,Medium Dusty,3,Orange,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Ankle-length dress in a crinkled weave with a flounced trim at the top. Narrow shoulder straps that cross at the back, a seam at the waist and flared skirt. Lined."
782761011,782761,TP AXEL REGULAR SOCK BB 5PACK,302,Socks,Socks & Tights,1010017,Stripe,9,Black,4,Dark,5,Black,4224,Young Boy Socks,I,Children Sizes 134-170,4,Baby/Children,72,Boys Underwear & Basics,1021,Socks and Tights,"Socks in a soft, fine-knit cotton blend with elasticated tops."
782767001,782767,LOGG Maltese throw on,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Long cardigan in a soft knit containing some wool with dropped shoulders, front pockets and slits in the sides. No buttons."
782769002,782769,ED Freddy,252,Sweater,Garment Upper body,1010022,Jacquard,17,Yellowish Brown,2,Medium Dusty,13,Brown,1949,Knitwear,A,Ladieswear,1,Ladieswear,2,H&M+,1003,Knitwear,"Boxy-style jumper in a soft jacquard knit containing some wool with a round neck and long sleeves. Ribbing around the neckline, cuffs and hem."
782784001,782784,Tina biker shorts,274,Shorts,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,Knee-length cycling shorts in soft jersey with an elasticated waist.
782797001,782797,Dalmatin plisse skirt,275,Skirt,Garment Lower body,1010016,Solid,22,Yellow,2,Medium Dusty,8,Yellow,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,Calf-length skirt in a pleated weave with a sheen. Elasticated drawstring waist. Unlined.
782797002,782797,Dalmatin plisse skirt,275,Skirt,Garment Lower body,1010016,Solid,93,Dark Green,7,Medium,19,Green,1948,Trousers & Skirt,A,Ladieswear,1,Ladieswear,18,Womens Trend,1009,Trousers,Calf-length skirt in a pleated weave with a sheen. Elasticated drawstring waist. Unlined.
782817002,782817,Roberta EMB blouse,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Blouse in an airy, patterned weave with lace trims and embroidery at the top. Small stand-up collar with a frill trim and an opening with a button at the back of the neck. Yoke with a lace trim at the front and gathers at the back. Frill trim at the shoulders, long sleeves and narrow, buttoned cuffs with frill trims. Unlined."
782817003,782817,Roberta EMB blouse,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses,"Blouse in an airy, patterned weave with lace trims and embroidery at the top. Small stand-up collar with a frill trim and an opening with a button at the back of the neck. Yoke with a lace trim at the front and gathers at the back. Frill trim at the shoulders, long sleeves and narrow, buttoned cuffs with frill trims. Unlined."
